2024-10-20 18:10:40,981:ERROR:Exception fetching data for Congress 96, Bill hr 5685, Endpoint 'sponsors'.
2024-10-20 20:49:09,759:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 77, Endpoint 'amendments'.
2024-10-20 20:49:09,765:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 76, Endpoint 'committees'.
2024-10-20 20:49:09,773:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 77, Endpoint 'actions'.
2024-10-20 20:49:09,774:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 72, Endpoint 'committees'.
2024-10-20 20:49:09,776:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 76, Endpoint 'summaries'.
2024-10-20 20:49:09,784:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 66, Endpoint 'summaries'.
2024-10-20 20:49:09,786:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 75, Endpoint 'cosponsors'.
2024-10-20 20:49:09,792:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 77, Endpoint 'summaries'.
2024-10-20 20:49:09,798:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 70, Endpoint 'cosponsors'.
2024-10-20 20:49:09,803:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 73, Endpoint 'actions'.
2024-10-20 20:49:09,809:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 73, Endpoint 'cosponsors'.
2024-10-20 20:49:09,810:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 69, Endpoint 'actions'.
2024-10-20 20:49:09,819:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 68, Endpoint 'actions'.
2024-10-20 20:49:09,827:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 68, Endpoint 'summaries'.
2024-10-20 20:49:09,828:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 73, Endpoint 'amendments'.
2024-10-20 20:49:09,831:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 75, Endpoint 'summaries'.
2024-10-20 20:49:09,841:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 73, Endpoint 'summaries'.
2024-10-20 20:49:09,857:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 70, Endpoint 'summaries'.
2024-10-20 20:49:09,859:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 60, Endpoint 'cosponsors'.
2024-10-20 20:49:09,860:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 69, Endpoint 'committees'.
2024-10-20 20:49:09,862:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 60, Endpoint 'committees'.
2024-10-20 20:49:09,876:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 75, Endpoint 'amendments'.
2024-10-20 20:49:09,877:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 60, Endpoint 'relatedbills'.
2024-10-20 20:49:09,877:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 76, Endpoint 'cosponsors'.
2024-10-20 20:49:09,880:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 73, Endpoint 'committees'.
2024-10-20 20:49:09,880:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 66, Endpoint 'cosponsors'.
2024-10-20 20:49:09,880:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 69, Endpoint 'cosponsors'.
2024-10-20 20:49:09,882:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 75, Endpoint 'subjects'.
2024-10-20 20:49:09,882:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 72, Endpoint 'actions'.
2024-10-20 20:49:09,883:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 64, Endpoint 'amendments'.
2024-10-20 20:49:09,885:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 70, Endpoint 'amendments'.
2024-10-20 20:49:09,888:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 58, Endpoint 'cosponsors'.
2024-10-20 20:49:09,889:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 75, Endpoint 'committees'.
2024-10-20 20:49:09,889:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 60, Endpoint 'amendments'.
2024-10-20 20:49:09,891:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 72, Endpoint 'summaries'.
2024-10-20 20:49:09,900:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 66, Endpoint 'actions'.
2024-10-20 20:49:09,900:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 76, Endpoint 'subjects'.
2024-10-20 20:49:09,900:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 58, Endpoint 'amendments'.
2024-10-20 20:49:09,902:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 76, Endpoint 'relatedbills'.
2024-10-20 20:49:09,906:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 68, Endpoint 'relatedbills'.
2024-10-20 20:49:09,907:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 75, Endpoint 'actions'.
2024-10-20 20:49:09,910:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 69, Endpoint 'relatedbills'.
2024-10-20 20:49:09,928:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 66, Endpoint 'subjects'.
2024-10-20 20:49:09,935:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 72, Endpoint 'cosponsors'.
2024-10-20 20:49:09,939:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 69, Endpoint 'summaries'.
2024-10-20 20:49:09,948:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 57, Endpoint 'actions'.
2024-10-20 20:49:09,948:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 68, Endpoint 'subjects'.
2024-10-20 20:49:09,949:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 70, Endpoint 'subjects'.
2024-10-20 20:49:09,952:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 68, Endpoint 'committees'.
2024-10-20 20:49:09,965:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 64, Endpoint 'relatedbills'.
2024-10-20 20:49:09,974:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 72, Endpoint 'subjects'.
2024-10-20 20:49:09,983:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 68, Endpoint 'cosponsors'.
2024-10-20 20:49:09,985:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 57, Endpoint 'cosponsors'.
2024-10-20 20:49:10,001:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 58, Endpoint 'relatedbills'.
2024-10-20 20:49:10,003:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 72, Endpoint 'amendments'.
2024-10-20 20:49:10,005:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 66, Endpoint 'committees'.
2024-10-20 20:49:10,005:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 77, Endpoint 'committees'.
2024-10-20 20:49:10,007:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 66, Endpoint 'relatedbills'.
2024-10-20 20:49:10,007:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 64, Endpoint 'actions'.
2024-10-20 20:49:10,014:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 70, Endpoint 'actions'.
2024-10-20 20:49:10,018:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 54, Endpoint 'cosponsors'.
2024-10-20 20:49:10,018:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 70, Endpoint 'relatedbills'.
2024-10-20 20:49:10,021:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 66, Endpoint 'amendments'.
2024-10-20 20:49:10,022:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 72, Endpoint 'relatedbills'.
2024-10-20 20:49:10,024:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 68, Endpoint 'amendments'.
2024-10-20 20:49:10,033:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 53, Endpoint 'actions'.
2024-10-20 20:49:10,034:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 58, Endpoint 'subjects'.
2024-10-20 20:49:10,035:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 77, Endpoint 'subjects'.
2024-10-20 20:49:10,036:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 58, Endpoint 'actions'.
2024-10-20 20:49:10,040:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 53, Endpoint 'cosponsors'.
2024-10-20 20:49:10,042:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 69, Endpoint 'amendments'.
2024-10-20 20:49:10,044:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 52, Endpoint 'actions'.
2024-10-20 20:49:10,045:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 70, Endpoint 'committees'.
2024-10-20 20:49:10,059:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 60, Endpoint 'subjects'.
2024-10-20 20:49:10,062:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 57, Endpoint 'committees'.
2024-10-20 20:49:10,068:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 52, Endpoint 'amendments'.
2024-10-20 20:49:10,070:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 52, Endpoint 'summaries'.
2024-10-20 20:49:10,071:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 58, Endpoint 'summaries'.
2024-10-20 20:49:10,077:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 52, Endpoint 'cosponsors'.
2024-10-20 20:49:10,078:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 57, Endpoint 'summaries'.
2024-10-20 20:49:10,079:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 52, Endpoint 'committees'.
2024-10-20 20:49:10,080:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 52, Endpoint 'subjects'.
2024-10-20 20:49:10,081:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 58, Endpoint 'committees'.
2024-10-20 20:49:10,084:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 73, Endpoint 'subjects'.
2024-10-20 20:49:10,090:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 53, Endpoint 'summaries'.
2024-10-20 20:49:10,097:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 69, Endpoint 'subjects'.
2024-10-20 20:49:10,099:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 53, Endpoint 'relatedbills'.
2024-10-20 20:49:10,104:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 57, Endpoint 'subjects'.
2024-10-20 20:49:10,108:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 54, Endpoint 'amendments'.
2024-10-20 20:49:10,108:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 57, Endpoint 'relatedbills'.
2024-10-20 20:49:10,115:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 54, Endpoint 'committees'.
2024-10-20 20:49:10,120:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 54, Endpoint 'summaries'.
2024-10-20 20:49:10,124:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 53, Endpoint 'subjects'.
2024-10-20 20:49:10,147:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 54, Endpoint 'subjects'.
2024-10-20 20:49:10,153:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 53, Endpoint 'amendments'.
2024-10-20 20:49:10,158:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 54, Endpoint 'actions'.
2024-10-20 20:49:10,162:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 53, Endpoint 'committees'.
2024-10-20 20:49:10,167:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 54, Endpoint 'relatedbills'.
2024-10-20 20:49:10,198:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 52, Endpoint 'relatedbills'.
2024-10-20 20:49:10,491:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 34, Endpoint 'summaries'.
2024-10-20 20:49:10,503:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 34, Endpoint 'relatedbills'.
2024-10-20 20:49:10,511:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 38, Endpoint 'relatedbills'.
2024-10-20 20:49:10,516:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 36, Endpoint 'amendments'.
2024-10-20 20:49:10,525:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 43, Endpoint 'summaries'.
2024-10-20 20:49:10,530:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 51, Endpoint 'cosponsors'.
2024-10-20 20:49:10,534:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 33, Endpoint 'cosponsors'.
2024-10-20 20:49:10,540:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 29, Endpoint 'subjects'.
2024-10-20 20:49:10,554:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 34, Endpoint 'amendments'.
2024-10-20 20:49:10,580:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 40, Endpoint 'relatedbills'.
2024-10-20 20:49:10,592:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 38, Endpoint 'cosponsors'.
2024-10-20 20:49:10,595:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 51, Endpoint 'subjects'.
2024-10-20 20:49:10,602:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 43, Endpoint 'relatedbills'.
2024-10-20 20:49:10,615:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 51, Endpoint 'relatedbills'.
2024-10-20 20:49:10,617:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 40, Endpoint 'summaries'.
2024-10-20 20:49:10,629:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 28, Endpoint 'cosponsors'.
2024-10-20 20:49:10,632:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 43, Endpoint 'actions'.
2024-10-20 20:49:10,637:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 43, Endpoint 'committees'.
2024-10-20 20:49:10,638:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 11, Endpoint 'committees'.
2024-10-20 20:49:10,643:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 40, Endpoint 'cosponsors'.
2024-10-20 20:49:10,682:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 38, Endpoint 'actions'.
2024-10-20 20:49:10,697:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 36, Endpoint 'actions'.
2024-10-20 20:49:10,700:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 11, Endpoint 'summaries'.
2024-10-20 20:49:10,708:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 36, Endpoint 'cosponsors'.
2024-10-20 20:49:10,710:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 38, Endpoint 'subjects'.
2024-10-20 20:49:10,713:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 38, Endpoint 'summaries'.
2024-10-20 20:49:10,718:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 11, Endpoint 'cosponsors'.
2024-10-20 20:49:10,722:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 43, Endpoint 'subjects'.
2024-10-20 20:49:10,723:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 33, Endpoint 'summaries'.
2024-10-20 20:49:10,725:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 19, Endpoint 'summaries'.
2024-10-20 20:49:10,727:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 40, Endpoint 'amendments'.
2024-10-20 20:49:10,728:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 36, Endpoint 'relatedbills'.
2024-10-20 20:49:10,729:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 43, Endpoint 'cosponsors'.
2024-10-20 20:49:10,754:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 51, Endpoint 'summaries'.
2024-10-20 20:49:10,754:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 51, Endpoint 'actions'.
2024-10-20 20:49:10,755:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 40, Endpoint 'subjects'.
2024-10-20 20:49:10,759:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 34, Endpoint 'cosponsors'.
2024-10-20 20:49:10,761:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 33, Endpoint 'subjects'.
2024-10-20 20:49:10,768:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 11, Endpoint 'relatedbills'.
2024-10-20 20:49:10,768:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 19, Endpoint 'relatedbills'.
2024-10-20 20:49:10,775:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 36, Endpoint 'committees'.
2024-10-20 20:49:10,775:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 29, Endpoint 'amendments'.
2024-10-20 20:49:10,784:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 28, Endpoint 'relatedbills'.
2024-10-20 20:49:10,784:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 40, Endpoint 'actions'.
2024-10-20 20:49:10,789:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 33, Endpoint 'relatedbills'.
2024-10-20 20:49:10,795:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 25, Endpoint 'actions'.
2024-10-20 20:49:10,804:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 28, Endpoint 'subjects'.
2024-10-20 20:49:10,811:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 29, Endpoint 'cosponsors'.
2024-10-20 20:49:10,812:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 19, Endpoint 'amendments'.
2024-10-20 20:49:10,813:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 51, Endpoint 'amendments'.
2024-10-20 20:49:10,819:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 25, Endpoint 'subjects'.
2024-10-20 20:49:10,824:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 51, Endpoint 'committees'.
2024-10-20 20:49:10,826:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 25, Endpoint 'committees'.
2024-10-20 20:49:10,835:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 34, Endpoint 'actions'.
2024-10-20 20:49:10,840:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 11, Endpoint 'actions'.
2024-10-20 20:49:10,841:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 43, Endpoint 'amendments'.
2024-10-20 20:49:10,852:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 36, Endpoint 'subjects'.
2024-10-20 20:49:10,856:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 25, Endpoint 'relatedbills'.
2024-10-20 20:49:10,859:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 17, Endpoint 'cosponsors'.
2024-10-20 20:49:10,878:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 34, Endpoint 'subjects'.
2024-10-20 20:49:10,900:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 19, Endpoint 'subjects'.
2024-10-20 20:49:10,903:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 28, Endpoint 'amendments'.
2024-10-20 20:49:10,905:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 36, Endpoint 'summaries'.
2024-10-20 20:49:10,922:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 19, Endpoint 'committees'.
2024-10-20 20:49:10,935:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 11, Endpoint 'amendments'.
2024-10-20 20:49:10,942:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 28, Endpoint 'actions'.
2024-10-20 20:49:10,944:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 19, Endpoint 'actions'.
2024-10-20 20:49:10,944:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 38, Endpoint 'amendments'.
2024-10-20 20:49:10,946:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 40, Endpoint 'committees'.
2024-10-20 20:49:10,948:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 34, Endpoint 'committees'.
2024-10-20 20:49:10,949:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 38, Endpoint 'committees'.
2024-10-20 20:49:10,953:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 25, Endpoint 'cosponsors'.
2024-10-20 20:49:10,961:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 29, Endpoint 'committees'.
2024-10-20 20:49:10,967:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 15, Endpoint 'cosponsors'.
2024-10-20 20:49:10,971:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 33, Endpoint 'actions'.
2024-10-20 20:49:10,973:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 17, Endpoint 'amendments'.
2024-10-20 20:49:10,976:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 29, Endpoint 'actions'.
2024-10-20 20:49:10,977:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 17, Endpoint 'subjects'.
2024-10-20 20:49:10,978:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 28, Endpoint 'committees'.
2024-10-20 20:49:11,008:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 11, Endpoint 'subjects'.
2024-10-20 20:49:11,009:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 29, Endpoint 'summaries'.
2024-10-20 20:49:11,009:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 29, Endpoint 'relatedbills'.
2024-10-20 20:49:11,010:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 24, Endpoint 'cosponsors'.
2024-10-20 20:49:11,015:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 28, Endpoint 'summaries'.
2024-10-20 20:49:11,015:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 17, Endpoint 'actions'.
2024-10-20 20:49:11,029:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 17, Endpoint 'relatedbills'.
2024-10-20 20:49:11,029:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 25, Endpoint 'amendments'.
2024-10-20 20:49:11,034:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 15, Endpoint 'committees'.
2024-10-20 20:49:11,040:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 15, Endpoint 'actions'.
2024-10-20 20:49:11,047:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 19, Endpoint 'cosponsors'.
2024-10-20 20:49:11,059:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 24, Endpoint 'committees'.
2024-10-20 20:49:11,064:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 24, Endpoint 'amendments'.
2024-10-20 20:49:11,070:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 15, Endpoint 'amendments'.
2024-10-20 20:49:11,078:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 33, Endpoint 'committees'.
2024-10-20 20:49:11,079:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 13, Endpoint 'committees'.
2024-10-20 20:49:11,087:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 15, Endpoint 'subjects'.
2024-10-20 20:49:11,087:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 24, Endpoint 'subjects'.
2024-10-20 20:49:11,095:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 13, Endpoint 'relatedbills'.
2024-10-20 20:49:11,108:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 13, Endpoint 'actions'.
2024-10-20 20:49:11,116:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 24, Endpoint 'relatedbills'.
2024-10-20 20:49:11,119:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 33, Endpoint 'amendments'.
2024-10-20 20:49:11,125:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 15, Endpoint 'summaries'.
2024-10-20 20:49:11,125:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 24, Endpoint 'summaries'.
2024-10-20 20:49:11,142:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 25, Endpoint 'summaries'.
2024-10-20 20:49:11,151:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 13, Endpoint 'cosponsors'.
2024-10-20 20:49:11,170:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 15, Endpoint 'relatedbills'.
2024-10-20 20:49:11,174:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 17, Endpoint 'committees'.
2024-10-20 20:49:11,216:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 24, Endpoint 'actions'.
2024-10-20 20:49:11,230:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 13, Endpoint 'amendments'.
2024-10-20 20:49:11,232:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 13, Endpoint 'subjects'.
2024-10-20 20:49:11,237:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 13, Endpoint 'summaries'.
2024-10-20 20:49:11,261:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 17, Endpoint 'summaries'.
2024-10-20 20:49:12,293:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 166, Endpoint 'committees'.
2024-10-20 20:49:12,308:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 9, Endpoint 'cosponsors'.
2024-10-20 20:49:12,319:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 6, Endpoint 'cosponsors'.
2024-10-20 20:49:12,327:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 125, Endpoint 'cosponsors'.
2024-10-20 20:49:12,343:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 2, Endpoint 'committees'.
2024-10-20 20:49:12,344:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 7, Endpoint 'amendments'.
2024-10-20 20:49:12,344:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 9, Endpoint 'relatedbills'.
2024-10-20 20:49:12,344:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 125, Endpoint 'subjects'.
2024-10-20 20:49:12,345:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 34, Endpoint 'relatedbills'.
2024-10-20 20:49:12,354:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 9, Endpoint 'summaries'.
2024-10-20 20:49:12,354:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 7, Endpoint 'actions'.
2024-10-20 20:49:12,354:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 9, Endpoint 'subjects'.
2024-10-20 20:49:12,354:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 27, Endpoint 'subjects'.
2024-10-20 20:49:12,354:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 166, Endpoint 'cosponsors'.
2024-10-20 20:49:12,359:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 166, Endpoint 'summaries'.
2024-10-20 20:49:12,362:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 166, Endpoint 'amendments'.
2024-10-20 20:49:12,363:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 9, Endpoint 'amendments'.
2024-10-20 20:49:12,368:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 22, Endpoint 'amendments'.
2024-10-20 20:49:12,371:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 4, Endpoint 'committees'.
2024-10-20 20:49:12,379:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 166, Endpoint 'relatedbills'.
